final_score, boys_grade9, boys_grade10, boys_grade11, boys_grade12, girls_grade9, girls_grade10, girls_grade11, girls_grade12
         67, 4:56       , 4:51        , 4:46        , 4:36        , 6:55        , 6:32         , 6:09         , 5:45
         66, 4:58       , 4:53        , 4:48        , 4:38        , 6:59        , 6:35         , 6:12         , 5:48
         65, 5:00       , 4:55        , 4:50        , 4:40        , 7:03        , 6:39         , 6:15         , 5:51
         64, 5:02       , 4:57        , 4:52        , 4:42        , 7:06        , 6:42         , 6:18         , 5:53
         63, 5:04       , 4:59        , 4:54        , 4:44        , 7:10        , 6:45         , 6:21         , 5:56
         62, 5:06       , 5:01        , 4:56        , 4:46        , 7:14        , 6:49         , 6:24         , 5:58
         61, 5:08       , 5:03        , 4:58        , 4:48        , 7:18        , 6:52         , 6:27         , 6:01
         60, 5:10       , 5:05        , 5:00        , 4:50        , 7:22        , 6:56         , 6:30         , 6:04
         59, 5:12       , 5:07        , 5:02        , 4:52        , 7:25        , 6:59         , 6:33         , 6:06
         58, 5:14       , 5:09        , 5:04        , 4:54        , 7:29        , 7:02         , 6:36         , 6:09
         57, 5:16       , 5:11        , 5:06        , 4:56        , 7:33        , 7:06         , 6:39         , 6:11
         56, 5:18       , 5:13        , 5:08        , 4:58        , 7:37        , 7:09         , 6:42         , 6:14
         55, 5:20       , 5:15        , 5:10        , 5:00        , 7:41        , 7:13         , 6:45         , 6:17
         54, 5:22       , 5:17        , 5:12        , 5:02        , 7:44        , 7:16         , 6:48         , 6:19
         53, 5:24       , 5:19        , 5:14        , 5:04        , 7:48        , 7:19         , 6:51         , 6:22
         52, 5:26       , 5:21        , 5:16        , 5:06        , 7:52        , 7:23         , 6:54         , 6:24
         51, 5:28       , 5:23        , 5:18        , 5:08        , 7:56        , 7:26         , 6:57         , 6:27
         50, 5:30       , 5:25        , 5:20        , 5:10        , 8:00        , 7:30         , 7:00         , 6:30
         49, 5:32       , 5:27        , 5:22        , 5:12        ,             ,              ,              , 
         48, 5:34       , 5:29        , 5:24        , 5:14        ,             ,              ,              , 
         47, 5:36       , 5:31        , 5:26        , 5:16        ,             ,              ,              , 
         46, 5:38       , 5:33        , 5:28        , 5:18        ,             ,              ,              , 
         45, 5:40       , 5:35        , 5:30        , 5:20        ,             ,              ,              , 
         44, 5:42       , 5:37        , 5:32        , 5:22        ,             ,              ,              , 
         43, 5:44       , 5:39        , 5:34        , 5:24        ,             ,              ,              , 
         42, 5:46       , 5:41        , 5:36        , 5:26        ,             ,              ,              , 
         41, 5:48       , 5:43        , 5:38        , 5:28        ,             ,              ,              , 
         40, 5:50       , 5:45        , 5:40        , 5:30        ,             ,              ,              , 
